playerID,year,Experience,GS_Prev,PTS_Prev,MIN_Prev,Team_Change,PTS_Trend_3yr,Minutes_Trend_3yr,Returning_Minutes_Share,Expected_Improvement,Projected_Role_Increase,Coach_Change,Minutes_Freed,Won_MIP
abrossv01w,3,1,8.111538461538462,343,846,0,,,0.800695652173913,0.9081955481708341,0.34770859164909507,0,1146.0,0
abrossv01w,4,2,5.481481481481484,314,805,0,,,0.8413426265590609,0.5118128935823769,-0.07712694500896566,0,865.0,0
abrossv01w,5,3,6.636666666666666,318,792,0,-25.0,,0.5863152382614767,0.5077556840545103,0.09733501727147664,0,2370.0,0
abrossv01w,6,4,4.236363636363635,146,462,0,-168.0,,0.6764305177111717,0.3000267194266142,-0.17347464297120596,0,1900.0,0
abrossv01w,7,5,5.480645161290322,304,777,0,-14.0,,0.5653315824031516,0.5289187656259795,0.13318665794377338,0,2648.0,0
abrossv01w,8,6,4.705882352941176,263,724,0,117.0,,0.7898586055582643,0.33283730958666613,-0.22006371430411886,0,1293.0,0
abrossv01w,9,7,7.544117647058825,345,843,1,41.0,,0.3467648757943385,-0.41882706513678336,-0.6615624781928203,0,4523.0,0
ajavoma01w,10,1,3.614705882352942,273,604,1,,,0.6329670329670329,0.9081955481708341,0.4651186250939111,0,2505.0,0
aldrima01w,2,1,1.103448275862069,63,272,0,,,0.77921875,0.9081955481708341,0.36274242317083416,0,1413.0,0
anderch01w,5,1,0.28461538461538455,42,171,0,,,0.978021978021978,0.9081955481708341,0.22358016355544963,0,150.0,0
anderch01w,6,2,0.7099999999999999,77,231,1,,,0.38283636363636364,0.5118128935823769,0.2438274390369224,0,4243.0,0
anderch01w,7,3,2.2058823529411757,203,669,0,161.0,,0.5539415700995594,0.5077556840545103,0.1199965849848188,0,2733.0,0
anderch01w,8,4,4.22608695652174,153,414,0,76.0,,0.5432384341637011,0.3000267194266142,-0.08024018448797654,0,2567.0,0
anderke01w,2,1,2.2466666666666666,75,434,1,,,0.5372972972972972,0.9081955481708341,0.532087440062726,0,2996.0,0
anderke01w,3,2,0.11666666666666654,12,102,0,,,0.91,0.5118128935823769,-0.1251871064176231,0,585.0,0
andrame01w,2,1,6.140625000000002,265,797,0,,,0.8889230769230769,0.9081955481708341,0.28594939432468036,0,722.0,0
andrame01w,3,2,3.7562499999999996,152,893,0,,,0.8065369649805447,0.5118128935823769,-0.0527629819040043,0,1243.0,0
anosini01w,10,1,9.426470588235295,314,920,0,,,0.4879003043037241,0.9081955481708341,0.5666653351582274,0,3534.0,0
arcaija01w,2,1,6.315625000000002,268,977,0,,,0.5485714285714286,0.9081955481708341,0.5241955481708341,0,2923.0,1
arcaija01w,3,2,12.125000000000002,591,1154,0,,,0.8841860465116279,0.5118128935823769,-0.10711733897576259,0,747.0,0
arcaija01w,4,3,8.6875,364,1116,0,96.0,,0.761556420233463,0.5077556840545103,-0.02533381010891378,0,1532.0,0
askamma01w,2,1,6.143750000000001,251,869,0,,,0.6708880308880308,0.9081955481708341,0.43857392654921257,0,2131.0,0
askamma01w,3,2,2.183333333333334,74,431,1,,,0.7777606177606178,0.5118128935823769,-0.03261953885005553,0,1439.0,0
atkinla01w,8,1,2.0666666666666664,99,417,1,,,0.9035026269702277,0.9081955481708341,0.2757437092916748,0,551.0,0
atkinla01w,9,2,1.2607142857142857,58,226,0,,,0.7923735408560312,0.5118128935823769,-0.04284858501684485,0,1334.0,0
atkinla01w,10,3,1.9599999999999995,14,73,1,-85.0,,0.7028974849242535,0.5077556840545103,0.015727444607532892,0,2020.0,0
augusse01w,8,1,12.799999999999999,744,1124,0,,,0.7898586055582643,0.9081955481708341,0.35529452428004915,0,1293.0,0
augusse01w,9,2,15.61470588235294,769,1093,0,,,0.5974596205112122,0.5118128935823769,0.09359115922452843,0,2567.0,0
augusse01w,10,3,13.132258064516133,591,1042,0,-153.0,,0.4879003043037241,0.5077556840545103,0.1662254710419035,0,3534.0,0
azzije01w,2,1,9.186666666666667,144,559,0,,,0.83296875,0.9081955481708341,0.32511742317083414,0,1069.0,0
azzije01w,3,2,7.859375,276,1205,0,,,0.9178378378378378,0.5118128935823769,-0.13067359290410951,0,532.0,0
azzije01w,4,3,8.178124999999998,306,1151,1,162.0,,0.0,0.5077556840545103,0.5077556840545103,0,0.0,0
badertr01w,2,1,1.2760000000000005,47,201,0,,,0.8889230769230769,0.9081955481708341,0.28594939432468036,0,722.0,0
badertr01w,3,2,0.868421052631579,21,114,0,,,0.8065369649805447,0.5118128935823769,-0.0527629819040043,0,1243.0,0
bakersh01w,8,1,3.858823529411765,251,614,1,,,0.6487912087912088,0.9081955481708341,0.454041702016988,0,2397.0,0
bakersh01w,9,2,3.191666666666667,208,505,1,,,0.5942682572010475,0.5118128935823769,0.09582511354164369,0,2789.0,0
bakersh01w,10,3,2.838461538461538,49,110,1,-202.0,,0.8026181818181818,0.5077556840545103,-0.054077043218216936,0,1357.0,0
balesal01w,9,1,3.2352941176470584,55,169,1,,,0.0,0.9081955481708341,0.9081955481708341,0,0.0,0
baranel01w,5,3,7.0575757575757585,278,850,0,,,0.7067153284671532,0.5077556840545103,0.013054954127503071,0,2009.0,0
baranel01w,6,4,9.605882352941176,394,1048,0,,,0.8507246376811595,0.3000267194266142,-0.29548052695019744,0,1030.0,0
barksla01w,3,1,0.040000000000000036,2,35,0,,,0.8281992337164751,0.9081955481708341,0.32845608456930164,0,1121.0,0
barksla01w,4,2,2.800000000000001,100,285,1,,,0.0,0.5118128935823769,0.5118128935823769,0,0.0,0
barnead01w,2,1,1.2599999999999993,8,18,0,,,0.8889230769230769,0.9081955481708341,0.28594939432468036,0,722.0,0
barnead01w,3,2,0.6666666666666666,2,3,1,,,0.7714503816793893,0.5118128935823769,-0.02820237359319555,0,1497.0,0
barnead01w,4,3,2.976923076923076,90,493,0,82.0,,0.7137984496124031,0.5077556840545103,0.008096769325828146,0,1846.0,0
barnead01w,5,4,4.2437499999999995,88,396,0,86.0,,0.6100729927007299,0.3000267194266142,-0.12702437546389672,0,2671.0,0
barnequ01w,2,1,2.6806451612903213,209,705,0,,,0.6951351351351351,0.9081955481708341,0.42160095357623956,0,1974.0,0
